lemma,Level,pos,is_stop,frequency
elenath,Advanced / Unknown,NOUN,False,1
chaered,Advanced / Unknown,ADJ,False,1
palan,Advanced / Unknown,NOUN,False,1
diriel,Advanced / Unknown,NOUN,False,1
galadhremmin,Advanced / Unknown,NOUN,False,1
ennorath,Advanced / Unknown,NOUN,False,1
fanuilos,Tolkien Lore (Names/Places),PROPN,False,1
le,Tolkien Lore (Names/Places),PROPN,False,1
linnathon,Tolkien Lore (Names/Places),PROPN,False,1
nef,Tolkien Lore (Names/Places),PROPN,False,2
aear,Tolkien Lore (Names/Places),PROPN,False,1
si,Tolkien Lore (Names/Places),PROPN,False,4
aearon,Tolkien Lore (Names/Places),PROPN,False,1
syllable,A1,NOUN,False,1
open_on,Advanced / Unknown,VERB,False,1
encompass,C2,VERB,False,1
replied,Advanced / Unknown,AUX,False,1
gossamer,Advanced / Unknown,NOUN,False,3
point_away,Advanced / Unknown,VERB,False,1
gimli,Tolkien Lore (Names/Places),PROPN,False,120
counsellor,Advanced / Unknown,NOUN,False,2
erestor,Tolkien Lore (Names/Places),PROPN,False,5
galdor,Tolkien Lore (Names/Places),PROPN,False,9
cirdan,Tolkien Lore (Names/Places),PROPN,False,3
shipwright,Tolkien Lore (Names/Places),PROPN,False,1
legolas,Tolkien Lore (Names/Places),PROPN,False,95
thranduil,Tolkien Lore (Names/Places),PROPN,False,4
horseback,Advanced / Unknown,NOUN,False,1
fur,B2,NOUN,False,3
collar,A2,NOUN,False,1
baldric,Advanced / Unknown,NOUN,False,1
boromir,Tolkien Lore (Names/Places),NOUN,False,155
attentively,A2,ADV,False,1
splendour,Advanced / Unknown,NOUN,False,5
whence,Advanced / Unknown,ADP,True,4
khazad,Tolkien Lore (Names/Places),PROPN,False,8
lain,Advanced / Unknown,VERB,False,2
thror,Tolkien Lore (Names/Places),PROPN,False,5
willingly,C1,ADV,False,5
sweeten,Advanced / Unknown,VERB,False,1
earnest,A1,NOUN,False,1
yea,Advanced / Unknown,ADJ,False,1
deceit,C1,NOUN,False,2
unanswered,Advanced / Unknown,ADJ,False,1
crave,C1,VERB,False,1
deem,B1,VERB,False,6
nick,Advanced / Unknown,NOUN,False,1
forging,Advanced / Unknown,NOUN,False,1
eagerness,A2,NOUN,False,1
whereas,C1,SCONJ,True,3
celebrimbor,Tolkien Lore (Names/Places),PROPN,False,3
recount,Advanced / Unknown,VERB,False,4
anarion,Tolkien Lore (Names/Places),PROPN,False,4
thereupon,Advanced / Unknown,ADV,True,1
beleriand,Tolkien Lore (Names/Places),PROPN,False,1
thangorodrim,Tolkien Lore (Names/Places),PROPN,False,1
doriath,Tolkien Lore (Names/Places),PROPN,False,1
fruitless,Tolkien Lore (Names/Places),ADJ,False,2
dagorlad,Tolkien Lore (Names/Places),PROPN,False,1
mastery,A2,NOUN,False,2
aiglos,Tolkien Lore (Names/Places),PROPN,False,1
narsil,Tolkien Lore (Names/Places),PROPN,False,3
combat,Advanced / Unknown,NOUN,False,1
shard,Advanced / Unknown,NOUN,False,2
contest,B1,NOUN,False,1
weregild,Advanced / Unknown,NOUN,False,1
bane,Advanced / Unknown,NOUN,False,10
ohtar,Tolkien Lore (Names/Places),PROPN,False,1
esquire,Advanced / Unknown,NOUN,False,1
valandil,Tolkien Lore (Names/Places),PROPN,False,4
extinguish,Advanced / Unknown,VERB,False,2
achieve,B1,VERB,False,3
foundation,A1,NOUN,False,3
decrease,A1,NOUN,False,1
decay,B1,VERB,False,1
span,A2,NOUN,False,4
slaughter,A1,NOUN,False,1
city,B2,NOUN,False,22
annuminas,Tolkien Lore (Names/Places),PROPN,False,1
evendim,Tolkien Lore (Names/Places),PROPN,False,1
deadmen,Tolkien Lore (Names/Places),PROPN,False,1
winged,Advanced / Unknown,ADJ,False,3
osgiliath,Tolkien Lore (Names/Places),PROPN,False,6
citadel,Tolkien Lore (Names/Places),PROPN,False,2
ithil,Tolkien Lore (Names/Places),PROPN,False,3
rising,Tolkien Lore (Names/Places),PROPN,False,1
anor,Tolkien Lore (Names/Places),PROPN,False,5
setting,A1,PROPN,False,1
court,A1,NOUN,False,1
eressea,Tolkien Lore (Names/Places),PROPN,False,1
uttermost,Tolkien Lore (Names/Places),PROPN,False,1
wearing,Advanced / Unknown,NOUN,False,2
meneldil,Tolkien Lore (Names/Places),PROPN,False,2
numenoreans,Tolkien Lore (Names/Places),PROPN,False,1
gorgoroth,Tolkien Lore (Names/Places),PROPN,False,2
sorcery,Tolkien Lore (Names/Places),PROPN,False,1
deserted,Advanced / Unknown,ADJ,False,1
lords,Tolkien Lore (Names/Places),PROPN,False,4
fight_on,Advanced / Unknown,VERB,False,3
defy,A2,VERB,False,4
argonath,Tolkien Lore (Names/Places),PROPN,False,5
verily,C2,ADV,False,3
restrain,Advanced / Unknown,VERB,False,2
bulwark,Tolkien Lore (Names/Places),PROPN,False,1
ithilien,Tolkien Lore (Names/Places),PROPN,False,1
domain,Advanced / Unknown,NOUN,False,4
outnumber,Advanced / Unknown,VERB,False,1
ally,B1,VERB,False,5
easterlings,Tolkien Lore (Names/Places),PROPN,False,1
haradrim,Advanced / Unknown,NOUN,False,1
praise,A2,NOUN,False,5
imladris,Tolkien Lore (Names/Places),PROPN,False,6
halfling,Advanced / Unknown,NOUN,False,13
denethor,Tolkien Lore (Names/Places),PROPN,False,6
loth,Tolkien Lore (Names/Places),PROPN,False,2
ordain,C2,VERB,False,1
shame,A1,NOUN,False,3
loathing,Advanced / Unknown,NOUN,False,1
heirloom,Advanced / Unknown,NOUN,False,4
boon,Advanced / Unknown,NOUN,False,1
pressed,Advanced / Unknown,ADJ,False,1
behalf,A1,NOUN,False,2
majesty,Tolkien Lore (Names/Places),NOUN,False,2
rhun,Tolkien Lore (Names/Places),PROPN,False,1
harad,Tolkien Lore (Names/Places),PROPN,False,2
stalwart,Advanced / Unknown,ADJ,False,1
houseless,Advanced / Unknown,ADJ,False,1
countryman,B2,NOUN,False,1
ceaselessly,C1,ADV,False,1
reforge,Advanced / Unknown,VERB,False,2
pass_down,Advanced / Unknown,VERB,False,3
strengthen,B2,VERB,False,4
briefer,Advanced / Unknown,NOUN,False,1
sidelong,Advanced / Unknown,ADJ,False,2
displeased,Advanced / Unknown,ADJ,False,1
suffice,C1,VERB,False,1
keeping,Advanced / Unknown,NOUN,False,1
write_up,Advanced / Unknown,VERB,False,1
trove,Advanced / Unknown,NOUN,False,2
nazgul,Tolkien Lore (Names/Places),PROPN,False,2
guldur,Tolkien Lore (Names/Places),PROPN,False,6
dissuade,Advanced / Unknown,VERB,False,1
govern,B1,VERB,False,4
earnestly,Advanced / Unknown,ADV,False,1
roll_down,Advanced / Unknown,VERB,False,3
lull,Advanced / Unknown,VERB,False,2
vigilance,Advanced / Unknown,NOUN,False,2
say_on,Advanced / Unknown,VERB,False,1
misgave,Advanced / Unknown,VERB,False,1
treason,Advanced / Unknown,NOUN,False,2
hopeless,B2,ADJ,False,3
unneeded,Advanced / Unknown,ADJ,False,1
unadorned,Advanced / Unknown,ADJ,False,3
skilled,B2,ADJ,False,1
grudgingly,Advanced / Unknown,ADV,False,1
permit,A2,VERB,False,8
scroll,B1,NOUN,False,4
read_on,Advanced / Unknown,VERB,False,1
unread,Advanced / Unknown,ADJ,False,1
instruct,B2,VERB,False,3
commit,A2,VERB,False,1
sapling,Advanced / Unknown,NOUN,False,1
glede,Advanced / Unknown,NOUN,False,1
seemeth,Advanced / Unknown,VERB,False,1
loseth,Advanced / Unknown,VERB,False,1
fadeth,Advanced / Unknown,NOUN,False,1
saith,Advanced / Unknown,ADV,False,1
misseth,Tolkien Lore (Names/Places),PROPN,False,1
slime,Advanced / Unknown,NOUN,False,1
halter,Advanced / Unknown,NOUN,False,1
gag,Advanced / Unknown,VERB,False,1
stank,Advanced / Unknown,VERB,False,1
aloft,Advanced / Unknown,ADV,False,4
nazg,Tolkien Lore (Names/Places),PROPN,False,3
durbatuluk,Advanced / Unknown,NOUN,False,1
gimbatul,Tolkien Lore (Names/Places),PROPN,False,1
thrakatuluk,Tolkien Lore (Names/Places),PROPN,False,1
agh,Tolkien Lore (Names/Places),PROPN,False,1
burzum,Tolkien Lore (Names/Places),PROPN,False,1
ishi,Tolkien Lore (Names/Places),PROPN,False,1
krimpatul,Tolkien Lore (Names/Places),PROPN,False,1
astounding,Advanced / Unknown,ADJ,False,1
fraught,Advanced / Unknown,ADJ,False,2
smiths,Tolkien Lore (Names/Places),PROPN,False,1
unclear,B2,ADJ,False,1
suffer,A2,VERB,False,5
safely,B2,ADV,False,6
rue,Advanced / Unknown,VERB,False,1
watchfulness,Advanced / Unknown,NOUN,False,3
kindliness,Advanced / Unknown,NOUN,False,1
bidding,B2,NOUN,False,2
tender,B2,ADJ,False,1
imprisonment,B2,NOUN,False,1
regrettable,Advanced / Unknown,ADJ,False,1
misunderstanding,B2,NOUN,False,1
grievance,C2,NOUN,False,1
mount_up,Advanced / Unknown,VERB,False,1
moonless,Advanced / Unknown,ADJ,False,1
unawares,Advanced / Unknown,ADV,False,1
contrive,C2,VERB,False,5
recapture,Advanced / Unknown,VERB,False,2
foreboding,Advanced / Unknown,NOUN,False,2
draw_near,Advanced / Unknown,VERB,False,1
fugitive,Advanced / Unknown,NOUN,False,1
graze,Advanced / Unknown,VERB,False,1
radagast,Tolkien Lore (Names/Places),PROPN,False,15
rhosgobel,Tolkien Lore (Names/Places),PROPN,False,2
guise,Advanced / Unknown,NOUN,False,1
sorcerer,Advanced / Unknown,NOUN,False,1
forestall,Advanced / Unknown,VERB,False,1
orthanc,Tolkien Lore (Names/Places),PROPN,False,8
isengard,Tolkien Lore (Names/Places),PROPN,False,12
northmost,Advanced / Unknown,NOUN,False,1
ered,Tolkien Lore (Names/Places),PROPN,False,1
nimrais,Tolkien Lore (Names/Places),PROPN,False,1
strongly,A1,ADV,False,1
await,B2,VERB,False,6
scoff,C1,VERB,False,1
deceive,B1,VERB,False,3
union,B2,NOUN,False,1
import,B2,NOUN,False,1
lurking,Advanced / Unknown,NOUN,False,1
scorn,C1,NOUN,False,1
tamer,Advanced / Unknown,NOUN,False,1
dye,B1,VERB,False,1
overwrite,Advanced / Unknown,VERB,False,1
declaim,Advanced / Unknown,VERB,False,1
rehearse,Advanced / Unknown,VERB,False,1
younger,Tolkien Lore (Names/Places),PROPN,False,1
policy,B2,NOUN,False,1
avail,Advanced / Unknown,VERB,False,5
patience,A2,NOUN,False,1
bide,Advanced / Unknown,VERB,False,1
deplore,Advanced / Unknown,VERB,False,1
ultimate,B2,ADJ,False,1
strive,A1,VERB,False,4
emissary,Advanced / Unknown,NOUN,False,1
ignorant,B1,ADJ,False,1
commend,C1,VERB,False,1
lust,C2,NOUN,False,2
submit,B2,VERB,False,3
despite,A1,NOUN,False,2
fitting,Advanced / Unknown,ADJ,False,1
hindrance,C2,NOUN,False,2
insolence,Advanced / Unknown,NOUN,False,1
descent,C1,NOUN,False,2
rivalry,Advanced / Unknown,NOUN,False,1
set_forth,Advanced / Unknown,VERB,False,1
misfortune,A1,NOUN,False,1
web,B1,NOUN,False,2
intended,Advanced / Unknown,ADJ,False,1
win_over,Advanced / Unknown,VERB,False,1
faith,B1,NOUN,False,3
undoing,Advanced / Unknown,NOUN,False,2
eagles,Tolkien Lore (Names/Places),PROPN,False,4
mustering,Advanced / Unknown,NOUN,False,2
gwaihir,Tolkien Lore (Names/Places),PROPN,False,4
windlord,Tolkien Lore (Names/Places),PROPN,False,1
bear_away,Advanced / Unknown,VERB,False,1
surpassingly,Advanced / Unknown,ADV,False,1
edoras,Tolkien Lore (Names/Places),PROPN,False,1
riddermark,Tolkien Lore (Names/Places),PROPN,False,3
tribute,Advanced / Unknown,NOUN,False,3
yearly,Advanced / Unknown,ADV,False,1
yoke,Advanced / Unknown,NOUN,False,1
levy,Advanced / Unknown,VERB,False,1
foal,Advanced / Unknown,VERB,False,1
vie,Advanced / Unknown,VERB,False,1
shadowfax,Tolkien Lore (Names/Places),PROPN,False,2
speedily,Advanced / Unknown,ADV,False,2
invade,B2,VERB,False,3
shortcoming,Advanced / Unknown,NOUN,False,1
abide,Advanced / Unknown,VERB,False,2
amidst,Advanced / Unknown,ADP,False,2
hive,Advanced / Unknown,NOUN,False,1
ant,B1,NOUN,False,1
embrace,A1,VERB,False,1
wilful,Advanced / Unknown,ADJ,False,1
ass,Tolkien Lore (Names/Places),PROPN,False,1
besiege,C2,VERB,False,2
folly,B2,NOUN,False,14
tryst,Advanced / Unknown,NOUN,False,1
betrayal,Advanced / Unknown,NOUN,False,2
singular,A1,ADJ,False,1
iarwain,Tolkien Lore (Names/Places),PROPN,False,3
ben,Tolkien Lore (Names/Places),PROPN,False,1
adar,Advanced / Unknown,NOUN,False,1
fatherless,Advanced / Unknown,ADJ,False,1
forn,Tolkien Lore (Names/Places),PROPN,False,1
orald,Tolkien Lore (Names/Places),PROPN,False,1
guardian,Advanced / Unknown,NOUN,False,1
postpone,A1,VERB,False,1
unguessed,Advanced / Unknown,ADJ,False,2
unmarked,Advanced / Unknown,ADJ,False,1
unhorse,Advanced / Unknown,VERB,False,2
hereafter,Advanced / Unknown,ADV,True,1
unmake,Advanced / Unknown,VERB,False,1
unforeseen,B1,ADJ,False,1
frowning,Advanced / Unknown,NOUN,False,1
traitor,B2,NOUN,False,1
corrupt,B2,VERB,False,2
mayhap,Advanced / Unknown,ADV,False,2
tide,A2,NOUN,False,5
inherit,A1,VERB,False,1
sinew,Advanced / Unknown,NOUN,False,1
gates,Tolkien Lore (Names/Places),PROPN,False,18
thrain,Tolkien Lore (Names/Places),VERB,False,4
conquest,B1,NOUN,False,1
understanding,B1,NOUN,False,2
unstaine,Advanced / Unknown,VERB,False,1
belief,B2,NOUN,False,1
destroying,Advanced / Unknown,NOUN,False,1
nearer,Advanced / Unknown,NOUN,False,3
necessity,A1,NOUN,False,1
nicety,Advanced / Unknown,NOUN,False,1
scale,B2,NOUN,False,3
frightful,Advanced / Unknown,ADJ,False,1
hero,B1,NOUN,False,1
recorder,Advanced / Unknown,NOUN,False,1
unaltered,Advanced / Unknown,ADJ,False,1
thrive,Advanced / Unknown,VERB,False,1
downcast,Advanced / Unknown,ADJ,False,1
pronouncement,Advanced / Unknown,NOUN,False,1
vainly,Advanced / Unknown,ADV,False,2
overwhelming,B2,ADJ,False,1
keenness,Advanced / Unknown,NOUN,False,1
appoint,B1,VERB,False,3
hador,Tolkien Lore (Names/Places),PROPN,False,1
hurin,Tolkien Lore (Names/Places),PROPN,False,1
turin,Tolkien Lore (Names/Places),PROPN,False,1
muttering,Advanced / Unknown,NOUN,False,2
pickle,B1,NOUN,False,1
land_in,Advanced / Unknown,VERB,False,1
severe,A1,ADJ,False,1
punishment,B1,NOUN,False,2
condemn,B1,VERB,False,1
chain_up,Advanced / Unknown,VERB,False,1
intelligence,B2,NOUN,False,2
look_in,Advanced / Unknown,VERB,False,1
shut_up,Advanced / Unknown,VERB,False,1
opener,Advanced / Unknown,NOUN,False,3
pass_off,Advanced / Unknown,VERB,False,1
inattentive,Advanced / Unknown,ADJ,False,1
scout,Advanced / Unknown,NOUN,False,2
scour,Advanced / Unknown,VERB,False,1
cheer_up,Advanced / Unknown,VERB,False,1
gloomily,Advanced / Unknown,ADV,False,1
tis,Advanced / Unknown,NOUN,False,1
brink,C2,NOUN,False,10
november,Tolkien Lore (Names/Places),PROPN,False,1
go_by,Advanced / Unknown,VERB,False,1
december,Tolkien Lore (Names/Places),PROPN,False,2
dimrill,Tolkien Lore (Names/Places),PROPN,False,15
silverlode,Tolkien Lore (Names/Places),PROPN,False,22
flooded,Advanced / Unknown,ADJ,False,1
searcher,Advanced / Unknown,NOUN,False,1
tattered,Advanced / Unknown,ADJ,False,1
rash,B2,ADJ,False,2
miscarry,Advanced / Unknown,VERB,False,1
secrecy,Advanced / Unknown,NOUN,False,2
walkers,Tolkien Lore (Names/Places),PROPN,False,1
peoples,Tolkien Lore (Names/Places),PROPN,False,1
sham,Advanced / Unknown,VERB,False,1
unhappy,B2,ADJ,False,2
forebode,Advanced / Unknown,VERB,False,2
crescent,Tolkien Lore (Names/Places),PROPN,False,3
rayed,Advanced / Unknown,ADJ,False,1
redly,Advanced / Unknown,ADV,False,1
anduril,Tolkien Lore (Names/Places),PROPN,False,6
storied,Advanced / Unknown,ADJ,False,1
winning,Advanced / Unknown,NOUN,False,1
incomplete,Advanced / Unknown,ADJ,False,1
fumble,Advanced / Unknown,VERB,False,2
shabby,B1,ADJ,False,1
leathern,Advanced / Unknown,NOUN,False,2
unwind,Advanced / Unknown,VERB,False,1
shirt,B2,NOUN,False,4
linen,B2,NOUN,False,2
moonlit,Advanced / Unknown,ADJ,False,1
crystal,Advanced / Unknown,NOUN,False,6
memento,Advanced / Unknown,NOUN,False,1
put_over,Advanced / Unknown,VERB,False,1
tunic,Advanced / Unknown,NOUN,False,3
ow,B1,INTJ,False,1
seethe,Advanced / Unknown,VERB,False,1
discomfiture,Advanced / Unknown,NOUN,False,1
beware,Advanced / Unknown,VERB,False,4
rusty,B2,ADJ,False,2
blast,B1,NOUN,False,6
dire,Advanced / Unknown,ADJ,False,1
thereafter,A2,ADV,True,1
bladed,Advanced / Unknown,ADJ,False,1
girt,Advanced / Unknown,NOUN,False,1
glamdring,Tolkien Lore (Names/Places),PROPN,False,6
mate,B1,NOUN,False,1
orcrist,Tolkien Lore (Names/Places),PROPN,False,1
furnish,B1,VERB,False,2
glossy,Advanced / Unknown,ADJ,False,1
suck,A2,VERB,False,1
moodily,Advanced / Unknown,ADV,False,1
stonily,Advanced / Unknown,ADV,False,1
ebb,C2,NOUN,False,1
et,Advanced / Unknown,VERB,False,1
go_over,Advanced / Unknown,VERB,False,1
stow,Advanced / Unknown,VERB,False,4
cooking,B2,NOUN,False,1
refill,Advanced / Unknown,VERB,False,2
flint,Tolkien Lore (Names/Places),PROPN,False,1
hose,Tolkien Lore (Names/Places),PROPN,False,1
belonging,Advanced / Unknown,NOUN,False,1
triumph,B2,NOUN,False,1
cast_away,Advanced / Unknown,VERB,False,1
oath,A2,NOUN,False,3
bond,B1,NOUN,False,1
faithless,Tolkien Lore (Names/Places),PROPN,False,3
vow,A1,VERB,False,1
stutter,Advanced / Unknown,VERB,False,1
turning,A1,NOUN,False,2
rearguard,Advanced / Unknown,NOUN,False,1
clad,Advanced / Unknown,ADJ,False,2
lighting,A1,NOUN,False,1
turbulent,B2,ADJ,False,1
swamp,Advanced / Unknown,NOUN,False,1
holly,Tolkien Lore (Names/Places),NOUN,False,6
precipice,Advanced / Unknown,NOUN,False,1
slanted,Advanced / Unknown,ADJ,False,1
hollin,Tolkien Lore (Names/Places),PROPN,False,10
mild,B1,ADJ,False,1
throw_back,Advanced / Unknown,VERB,False,1
gaze_out,Advanced / Unknown,VERB,False,1
baraz,Tolkien Lore (Names/Places),PROPN,False,1
zirak,Tolkien Lore (Names/Places),PROPN,False,2
shathur,Tolkien Lore (Names/Places),PROPN,False,1
dwarrowdelf,Tolkien Lore (Names/Places),PROPN,False,2
barazinbar,Tolkien Lore (Names/Places),PROPN,False,1
redhorn,Tolkien Lore (Names/Places),PROPN,False,10
caradhras,Tolkien Lore (Names/Places),PROPN,False,20
silvertine,Tolkien Lore (Names/Places),PROPN,False,1
cloudyhead,Tolkien Lore (Names/Places),PROPN,False,1
celebdil,Tolkien Lore (Names/Places),PROPN,False,2
fanuidhol,Tolkien Lore (Names/Places),PROPN,False,2
zigil,Tolkien Lore (Names/Places),PROPN,False,1
bundushathur,Tolkien Lore (Names/Places),PROPN,False,1
azanulbizar,Tolkien Lore (Names/Places),PROPN,False,1
nanduhirion,Tolkien Lore (Names/Places),PROPN,False,1
mirrormere,Tolkien Lore (Names/Places),PROPN,False,9
kheled,Tolkien Lore (Names/Places),PROPN,False,5
zaram,Tolkien Lore (Names/Places),PROPN,False,6
kibil,Tolkien Lore (Names/Places),PROPN,False,2
nala,Tolkien Lore (Names/Places),PROPN,False,2
silvan,Tolkien Lore (Names/Places),PROPN,False,3
lament,C2,VERB,False,1
sleep_in,Advanced / Unknown,VERB,False,1
pose,A1,VERB,False,1
call_up,Advanced / Unknown,VERB,False,1
sleeper,Advanced / Unknown,NOUN,False,1
circling,Advanced / Unknown,NOUN,False,1
traverse,B2,VERB,False,1
regiment,Advanced / Unknown,NOUN,False,1
break_away,Advanced / Unknown,VERB,False,1
throng,Advanced / Unknown,NOUN,False,2
croak,Advanced / Unknown,NOUN,False,1
regiments,Tolkien Lore (Names/Places),PROPN,False,1
crebain,Advanced / Unknown,ADJ,False,2
fangorn,Tolkien Lore (Names/Places),PROPN,False,7
spy_out,Advanced / Unknown,VERB,False,2
luckily,A2,ADV,False,1
ruinous,A2,ADJ,False,1
flash_out,Advanced / Unknown,VERB,False,1
snuff,Advanced / Unknown,VERB,False,1
watcher,Tolkien Lore (Names/Places),NOUN,False,5
marshal,Advanced / Unknown,NOUN,False,1
mournfully,Advanced / Unknown,ADV,False,1
twisting,Advanced / Unknown,NOUN,False,1
climbing,A2,NOUN,False,1
tower_up,Advanced / Unknown,VERB,False,1
gulf,Tolkien Lore (Names/Places),NOUN,False,3
laboriously,Advanced / Unknown,ADV,False,1
flake,Advanced / Unknown,NOUN,False,5
ankle,B1,NOUN,False,3
heavily,B1,ADV,False,6
contrivance,Advanced / Unknown,NOUN,False,1
draw_down,Advanced / Unknown,VERB,False,4
slacken,Advanced / Unknown,VERB,False,1
tramp_on,Advanced / Unknown,VERB,False,1
fury,Advanced / Unknown,NOUN,False,1
blizzard,Advanced / Unknown,NOUN,False,1
toil_along,Advanced / Unknown,VERB,False,1
agreement,B1,NOUN,False,2
eerie,Advanced / Unknown,ADJ,False,1
aim,B1,VERB,False,1
untrue,Advanced / Unknown,ADJ,False,1
beat_off,Advanced / Unknown,VERB,False,2
trough,Advanced / Unknown,NOUN,False,3
lean_out,Advanced / Unknown,VERB,False,2
eddy,Advanced / Unknown,VERB,False,1
patiently,B2,ADV,False,1
dejectedly,Advanced / Unknown,ADV,False,1
hock,Advanced / Unknown,NOUN,False,1
snowstorm,B2,NOUN,False,2
january,Tolkien Lore (Names/Places),PROPN,False,1
painfully,Advanced / Unknown,ADV,False,1
wakefulness,Advanced / Unknown,NOUN,False,1
mouthful,Advanced / Unknown,ADJ,False,2
miruvor,Advanced / Unknown,NOUN,False,3
cordial,Advanced / Unknown,ADJ,False,2
swallow,A1,VERB,False,1
whirl,Advanced / Unknown,VERB,False,4
kindling,Advanced / Unknown,NOUN,False,1
naur,Tolkien Lore (Names/Places),PROPN,False,3
edraith,Advanced / Unknown,ADJ,False,2
amman,Advanced / Unknown,NOUN,False,2
spring_out,Advanced / Unknown,VERB,False,1
sputter,Advanced / Unknown,VERB,False,1
rejoice,Advanced / Unknown,VERB,False,1
slush,Advanced / Unknown,NOUN,False,1
dancing,B2,NOUN,False,1
throw_on,Advanced / Unknown,VERB,False,1
blackness,Advanced / Unknown,NOUN,False,2
slackening,Advanced / Unknown,NOUN,False,1
shrouded,Advanced / Unknown,ADJ,False,1
hump,Advanced / Unknown,NOUN,False,2
dome,Advanced / Unknown,NOUN,False,1
move_off,Advanced / Unknown,VERB,False,1
ploughman,Advanced / Unknown,NOUN,False,1
plough,Advanced / Unknown,NOUN,False,1
otter,C1,NOUN,False,1
swimming,A1,NOUN,False,1
nimbly,Advanced / Unknown,ADV,False,1
imprint,Advanced / Unknown,NOUN,False,1
runner,A2,NOUN,False,1
whiteness,Advanced / Unknown,NOUN,False,1
drag_on,Advanced / Unknown,VERB,False,1
curl_down,Advanced / Unknown,VERB,False,1
labour_up,Advanced / Unknown,VERB,False,1
wreath,Advanced / Unknown,NOUN,False,1
cle,Advanced / Unknown,VERB,False,1
slither,C2,VERB,False,1
spray,A1,NOUN,False,2
expend,Advanced / Unknown,VERB,False,1
invader,Advanced / Unknown,NOUN,False,1
point_down,Advanced / Unknown,VERB,False,1
tire_out,Advanced / Unknown,VERB,False,1
brighten,Advanced / Unknown,VERB,False,1
visibly,A2,ADV,False,1
mines,Tolkien Lore (Names/Places),PROPN,False,10
smoulder,Advanced / Unknown,VERB,False,2
omen,Advanced / Unknown,NOUN,False,1
isen,Tolkien Lore (Names/Places),PROPN,False,2
langstrand,Tolkien Lore (Names/Places),PROPN,False,1
lebennin,Tolkien Lore (Names/Places),PROPN,False,1
harbourless,Advanced / Unknown,ADJ,False,1
liken,Advanced / Unknown,VERB,False,1
fundin,Tolkien Lore (Names/Places),PROPN,False,3
wargs,Tolkien Lore (Names/Places),PROPN,False,2
fifteen,B1,NUM,True,2
etten,Advanced / Unknown,VERB,False,1
wager,Advanced / Unknown,VERB,False,1
knot,A1,NOUN,False,1
snout,Advanced / Unknown,NOUN,False,1
twang,Advanced / Unknown,NOUN,False,2
fitfully,Advanced / Unknown,ADV,False,2
blaze_up,Advanced / Unknown,VERB,False,2
monument,B1,NOUN,False,1
give_back,Advanced / Unknown,VERB,False,1
radiance,Advanced / Unknown,NOUN,False,2
dan,Tolkien Lore (Names/Places),PROPN,False,1
ngaurhoth,Tolkien Lore (Names/Places),PROPN,False,1
bloom,A1,NOUN,False,4
defender,B1,NOUN,False,2
sheathe,Advanced / Unknown,VERB,False,1
charred,Advanced / Unknown,ADJ,False,1
undamaged,Advanced / Unknown,ADJ,False,2
starting,Advanced / Unknown,NOUN,False,1
likeli,Advanced / Unknown,ADJ,False,1
sirannon,Tolkien Lore (Names/Places),PROPN,False,4
lost,A2,ADJ,False,1
paving,Advanced / Unknown,NOUN,False,1
highroad,Advanced / Unknown,NOUN,False,1
hurry_on,Advanced / Unknown,VERB,False,1
footsore,Advanced / Unknown,ADJ,False,1
doggedly,Advanced / Unknown,ADV,False,2
fathom,Advanced / Unknown,NOUN,False,1
carve_out,Advanced / Unknown,VERB,False,1
falls,Tolkien Lore (Names/Places),PROPN,False,2
walls,Tolkien Lore (Names/Places),PROPN,False,2
drying,Advanced / Unknown,NOUN,False,1
dam,B1,VERB,False,1
pallid,Advanced / Unknown,ADJ,False,1
impassable,Advanced / Unknown,ADJ,False,1
adrift,Advanced / Unknown,ADV,False,2
lighter,B1,ADV,False,1
breadth,Advanced / Unknown,NOUN,False,1
stretch_away,Advanced / Unknown,VERB,False,1
northernmost,Advanced / Unknown,ADJ,False,1
creek,A1,NOUN,False,1
thrust_out,Advanced / Unknown,VERB,False,4
undeterred,Advanced / Unknown,ADJ,False,1
greasy,Advanced / Unknown,ADJ,False,1
footing,Advanced / Unknown,NOUN,False,1
disgust,Advanced / Unknown,NOUN,False,1
unclean,Advanced / Unknown,ADJ,False,1
plop,Advanced / Unknown,NOUN,False,1
press_on,Advanced / Unknown,VERB,False,1
rot,Advanced / Unknown,VERB,False,2
sentinel,Advanced / Unknown,ADJ,False,3
journey_on,Advanced / Unknown,VERB,False,1
protest,B1,VERB,False,1
sullenly,Advanced / Unknown,ADV,False,1
nuzzle_up,Advanced / Unknown,VERB,False,1
unlade,Advanced / Unknown,VERB,False,1
sort_out,Advanced / Unknown,VERB,False,1
divide_up,Advanced / Unknown,VERB,False,2
vein,B2,NOUN,False,2
interlace,Advanced / Unknown,VERB,False,1
blur,B1,VERB,False,4
outline,B1,NOUN,False,3
surmount,Advanced / Unknown,VERB,False,1
emblem,Advanced / Unknown,NOUN,False,2
feanor,Tolkien Lore (Names/Places),PROPN,False,1
ithildin,Advanced / Unknown,NOUN,False,2
decipher,Advanced / Unknown,VERB,False,1
inscription,A2,NOUN,False,2
underneath,B1,ADP,False,1
narvi,Tolkien Lore (Names/Places),PROPN,False,2
password,A1,NOUN,False,1
doorward,Advanced / Unknown,NOUN,False,1
pass_in,Advanced / Unknown,VERB,False,1
dismayed,Advanced / Unknown,ADJ,False,1
undaunted,C2,ADJ,False,1
shatter,B2,VERB,False,3
